Year,MthAndYrCode,Trust,New_Hospital,Type,FourAndUnder_sum,FiveToTwelve_sum,OverTwelve_sum,Total_sum
2009/10,Jul-09,Northern,Antrim Area,Type 1,"4,440.00","1,058.00",0,"5,498.00"
2009/10,Jul-09,Northern,Causeway,Type 1,"3,449.00",462,0,"3,911.00"
2009/10,Jul-09,Northern,Mid-Ulster,Type 2,"1,575.00",22,0,"1,597.00"
2009/10,Jul-09,Northern,Whiteabbey,Type 2,"1,641.00",11,0,"1,652.00"
2009/10,Jul-09,South Eastern,Ards MIU,Type 3,841,0,0,841
2009/10,Jul-09,South Eastern,Bangor MIU,Type 3,970,0,0,970
2009/10,Jul-09,South Eastern,Downe,Type 2,"1,957.00",134,0,"2,091.00"
2009/10,Jul-09,South Eastern,Lagan Valley,Type 2,"2,622.00",138,1,"2,761.00"
2009/10,Jul-09,South Eastern,Ulster,Type 1,"4,986.00",981,20,"5,987.00"
2009/10,Jul-09,Southern,Armagh Community,Type 3,664,1,0,665
2009/10,Jul-09,Southern,Craigavon Area,Type 1,"5,584.00",262,0,"5,846.00"
2009/10,Jul-09,Southern,Daisy Hill,Type 1,"2,705.00",196,0,"2,901.00"
2009/10,Jul-09,Southern,South Tyrone,Type 3,"1,346.00",0,0,"1,346.00"
2009/10,Jul-09,Western,Altnagelvin Area,Type 1,"3,839.00",724,1,"4,564.00"
2009/10,Jul-09,Western,South West Acute,Type 1,"2,203.00",110,0,"2,313.00"
2009/10,Jul-09,Western,Tyrone County,Type 3,"1,095.00",2,0,"1,097.00"
2009/10,Aug-09,Belfast,Belfast City,Type 1,"2,540.00",748,0,"3,288.00"
2009/10,Aug-09,Belfast,Mater,Type 1,"2,693.00",676,4,"3,373.00"
2009/10,Aug-09,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,195.00",766,0,"4,961.00"
2009/10,Aug-09,Belfast,RBHSC,Type 1,"1,863.00",130,0,"1,993.00"
2009/10,Aug-09,Northern,Antrim Area,Type 1,"4,073.00","1,110.00",0,"5,183.00"
2009/10,Aug-09,Northern,Causeway,Type 1,"3,350.00",420,0,"3,770.00"
2009/10,Aug-09,Northern,Mid-Ulster,Type 2,"1,471.00",20,0,"1,491.00"
2009/10,Aug-09,Northern,Whiteabbey,Type 2,"1,652.00",14,0,"1,666.00"
2009/10,Aug-09,South Eastern,Ards MIU,Type 3,821,0,0,821
2009/10,Aug-09,South Eastern,Bangor MIU,Type 3,958,0,0,958
2009/10,Aug-09,South Eastern,Downe,Type 2,"1,969.00",138,0,"2,107.00"
2009/10,Aug-09,South Eastern,Lagan Valley,Type 2,"2,397.00",194,0,"2,591.00"
2009/10,Aug-09,South Eastern,Ulster,Type 1,"4,938.00","1,029.00",14,"5,981.00"
2009/10,Aug-09,Southern,Armagh Community,Type 3,620,0,0,620
2009/10,Aug-09,Southern,Craigavon Area,Type 1,"5,535.00",363,0,"5,898.00"
2009/10,Aug-09,Southern,Daisy Hill,Type 1,"2,703.00",73,0,"2,776.00"
2009/10,Aug-09,Southern,South Tyrone,Type 3,"1,325.00",0,0,"1,325.00"
2009/10,Aug-09,Western,Altnagelvin Area,Type 1,"3,553.00","1,013.00",2,"4,568.00"
2009/10,Aug-09,Western,South West Acute,Type 1,"2,204.00",143,0,"2,347.00"
2009/10,Aug-09,Western,Tyrone County,Type 3,986,1,0,987
2009/10,Sep-09,Belfast,Belfast City,Type 1,"2,466.00","1,019.00",14,"3,499.00"
2009/10,Sep-09,Belfast,Mater,Type 1,"2,675.00",581,3,"3,259.00"
2009/10,Sep-09,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,977.00",921,0,"5,898.00"
2009/10,Sep-09,Belfast,RBHSC,Type 1,"2,154.00",329,0,"2,483.00"
2009/10,Sep-09,Northern,Antrim Area,Type 1,"4,456.00","1,163.00",0,"5,619.00"
2009/10,Sep-09,Northern,Causeway,Type 1,"3,053.00",272,0,"3,325.00"
2009/10,Sep-09,Northern,Mid-Ulster,Type 2,"1,457.00",58,0,"1,515.00"
2009/10,Sep-09,Northern,Whiteabbey,Type 2,"1,624.00",20,0,"1,644.00"
2009/10,Sep-09,South Eastern,Ards MIU,Type 3,829,0,0,829
2009/10,Sep-09,South Eastern,Bangor MIU,Type 3,"1,103.00",0,0,"1,103.00"
2009/10,Sep-09,South Eastern,Downe,Type 2,"1,890.00",65,0,"1,955.00"
2009/10,Sep-09,South Eastern,Lagan Valley,Type 2,"2,416.00",294,3,"2,713.00"
2009/10,Sep-09,South Eastern,Ulster,Type 1,"5,017.00","1,049.00",20,"6,086.00"
2009/10,Sep-09,Southern,Armagh Community,Type 3,660,0,0,660
2009/10,Sep-09,Southern,Craigavon Area,Type 1,"5,568.00",440,0,"6,008.00"
2009/10,Sep-09,Southern,Daisy Hill,Type 1,"2,752.00",76,0,"2,828.00"
2009/10,Sep-09,Southern,South Tyrone,Type 3,"1,378.00",0,0,"1,378.00"
2009/10,Sep-09,Western,Altnagelvin Area,Type 1,"3,359.00","1,056.00",8,"4,423.00"
2009/10,Sep-09,Western,South West Acute,Type 1,"1,951.00",163,0,"2,114.00"
2009/10,Sep-09,Western,Tyrone County,Type 3,"1,075.00",0,0,"1,075.00"
2009/10,Oct-09,Belfast,Belfast City,Type 1,"2,733.00",933,0,"3,666.00"
2009/10,Oct-09,Belfast,Mater,Type 1,"2,724.00",622,3,"3,349.00"
2009/10,Oct-09,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,721.00",764,4,"5,489.00"
2009/10,Oct-09,Belfast,RBHSC,Type 1,"2,324.00",190,0,"2,514.00"
2009/10,Oct-09,Northern,Antrim Area,Type 1,"4,092.00","1,595.00",0,"5,687.00"
2009/10,Oct-09,Northern,Causeway,Type 1,"3,189.00",258,3,"3,450.00"
2009/10,Oct-09,Northern,Mid-Ulster,Type 2,"1,404.00",22,0,"1,426.00"
2009/10,Oct-09,Northern,Whiteabbey,Type 2,"1,549.00",21,0,"1,570.00"
2009/10,Oct-09,South Eastern,Ards MIU,Type 3,714,0,0,714
2009/10,Oct-09,South Eastern,Bangor MIU,Type 3,989,1,0,990
2009/10,Oct-09,South Eastern,Downe,Type 2,"1,811.00",109,0,"1,920.00"
2009/10,Oct-09,South Eastern,Lagan Valley,Type 2,"2,462.00",284,5,"2,751.00"
2009/10,Oct-09,South Eastern,Ulster,Type 1,"4,674.00","1,471.00",23,"6,168.00"
2009/10,Oct-09,Southern,Armagh Community,Type 3,661,0,0,661
2009/10,Oct-09,Southern,Craigavon Area,Type 1,"5,294.00",707,0,"6,001.00"
2009/10,Oct-09,Southern,Daisy Hill,Type 1,"2,655.00",146,0,"2,801.00"
2009/10,Oct-09,Southern,South Tyrone,Type 3,"1,239.00",0,0,"1,239.00"
2009/10,Oct-09,Western,Altnagelvin Area,Type 1,"3,269.00","1,285.00",8,"4,562.00"
2009/10,Oct-09,Western,South West Acute,Type 1,"1,980.00",195,0,"2,175.00"
2009/10,Oct-09,Western,Tyrone County,Type 3,"1,049.00",0,0,"1,049.00"
2009/10,Nov-09,Belfast,Belfast City,Type 1,"2,601.00",970,9,"3,580.00"
2009/10,Nov-09,Belfast,Mater,Type 1,"2,565.00",612,10,"3,187.00"
2009/10,Nov-09,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,521.00","1,172.00",17,"5,710.00"
2009/10,Nov-09,Belfast,RBHSC,Type 1,"2,116.00",485,1,"2,602.00"
2009/10,Nov-09,Northern,Antrim Area,Type 1,"3,419.00","1,813.00",44,"5,276.00"
2009/10,Nov-09,Northern,Causeway,Type 1,"2,881.00",268,9,"3,158.00"
2009/10,Nov-09,Northern,Mid-Ulster,Type 2,"1,258.00",27,0,"1,285.00"
2009/10,Nov-09,Northern,Whiteabbey,Type 2,"1,411.00",14,0,"1,425.00"
2009/10,Nov-09,South Eastern,Ards MIU,Type 3,655,0,0,655
2009/10,Nov-09,South Eastern,Bangor MIU,Type 3,910,0,0,910
2009/10,Nov-09,South Eastern,Downe,Type 2,"1,725.00",96,0,"1,821.00"
2009/10,Nov-09,South Eastern,Lagan Valley,Type 2,"2,258.00",294,7,"2,559.00"
2009/10,Nov-09,South Eastern,Ulster,Type 1,"4,459.00","1,279.00",117,"5,855.00"
2009/10,Nov-09,Southern,Armagh Community,Type 3,514,0,0,514
2009/10,Nov-09,Southern,Craigavon Area,Type 1,"5,093.00",618,0,"5,711.00"
2009/10,Nov-09,Southern,Daisy Hill,Type 1,"2,564.00",84,0,"2,648.00"
2009/10,Nov-09,Southern,South Tyrone,Type 3,"1,141.00",0,0,"1,141.00"
2009/10,Nov-09,Western,Altnagelvin Area,Type 1,"3,132.00","1,028.00",22,"4,182.00"
2009/10,Nov-09,Western,South West Acute,Type 1,"1,888.00",152,0,"2,040.00"
2009/10,Nov-09,Western,Tyrone County,Type 3,"1,033.00",0,0,"1,033.00"
2009/10,Dec-09,Belfast,Belfast City,Type 1,"2,165.00","1,320.00",12,"3,497.00"
2009/10,Dec-09,Belfast,Mater,Type 1,"2,398.00",872,46,"3,316.00"
2009/10,Dec-09,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,419.00","1,235.00",10,"5,664.00"
2009/10,Dec-09,Belfast,RBHSC,Type 1,"2,329.00",635,0,"2,964.00"
2009/10,Dec-09,Northern,Antrim Area,Type 1,"3,696.00","1,744.00",55,"5,495.00"
2009/10,Dec-09,Northern,Causeway,Type 1,"2,834.00",488,16,"3,338.00"
2009/10,Dec-09,Northern,Mid-Ulster,Type 2,"1,158.00",28,0,"1,186.00"
2009/10,Dec-09,Northern,Whiteabbey,Type 2,"1,375.00",27,0,"1,402.00"
2009/10,Dec-09,South Eastern,Ards MIU,Type 3,593,0,0,593
2009/10,Dec-09,South Eastern,Bangor MIU,Type 3,837,0,0,837
2009/10,Dec-09,South Eastern,Downe,Type 2,"1,609.00",116,1,"1,726.00"
2009/10,Dec-09,South Eastern,Lagan Valley,Type 2,"2,205.00",320,23,"2,548.00"
2009/10,Dec-09,South Eastern,Ulster,Type 1,"4,158.00","1,555.00",230,"5,943.00"
2009/10,Dec-09,Southern,Armagh Community,Type 3,530,0,0,530
2009/10,Dec-09,Southern,Craigavon Area,Type 1,"4,986.00",762,0,"5,748.00"
2009/10,Dec-09,Southern,Daisy Hill,Type 1,"2,645.00",137,0,"2,782.00"
2009/10,Dec-09,Southern,South Tyrone,Type 3,"1,061.00",0,0,"1,061.00"
2009/10,Dec-09,Western,Altnagelvin Area,Type 1,"3,222.00",954,6,"4,182.00"
2009/10,Dec-09,Western,South West Acute,Type 1,"1,893.00",191,0,"2,084.00"
2009/10,Dec-09,Western,Tyrone County,Type 3,983,3,0,986
2009/10,Jan-10,Belfast,Belfast City,Type 1,"2,127.00","1,252.00",77,"3,456.00"
2009/10,Jan-10,Belfast,Mater,Type 1,"2,385.00",676,87,"3,148.00"
2009/10,Jan-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,117.00","1,383.00",146,"5,646.00"
2009/10,Jan-10,Belfast,RBHSC,Type 1,"1,816.00",476,0,"2,292.00"
2009/10,Jan-10,Northern,Antrim Area,Type 1,"3,642.00","1,654.00",132,"5,428.00"
2009/10,Jan-10,Northern,Causeway,Type 1,"2,818.00",445,35,"3,298.00"
2009/10,Jan-10,Northern,Mid-Ulster,Type 2,"1,142.00",36,0,"1,178.00"
2009/10,Jan-10,Northern,Whiteabbey,Type 2,"1,421.00",29,0,"1,450.00"
2009/10,Jan-10,South Eastern,Ards MIU,Type 3,597,0,0,597
2009/10,Jan-10,South Eastern,Bangor MIU,Type 3,844,0,0,844
2009/10,Jan-10,South Eastern,Downe,Type 2,"1,632.00",157,18,"1,807.00"
2009/10,Jan-10,South Eastern,Lagan Valley,Type 2,"2,094.00",387,59,"2,540.00"
2009/10,Jan-10,South Eastern,Ulster,Type 1,"4,219.00","1,344.00",265,"5,828.00"
2009/10,Jan-10,Southern,Armagh Community,Type 3,540,0,0,540
2009/10,Jan-10,Southern,Craigavon Area,Type 1,"4,811.00",808,0,"5,619.00"
2009/10,Jan-10,Southern,Daisy Hill,Type 1,"2,709.00",131,0,"2,840.00"
2009/10,Jan-10,Southern,South Tyrone,Type 3,"1,124.00",0,0,"1,124.00"
2009/10,Jan-10,Western,Altnagelvin Area,Type 1,"3,293.00","1,007.00",4,"4,304.00"
2009/10,Jan-10,Western,South West Acute,Type 1,"1,952.00",164,0,"2,116.00"
2009/10,Jan-10,Western,Tyrone County,Type 3,976,0,0,976
2009/10,Feb-10,Belfast,Belfast City,Type 1,"2,163.00",989,58,"3,210.00"
2009/10,Feb-10,Belfast,Mater,Type 1,"2,132.00",611,97,"2,840.00"
2009/10,Feb-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,024.00","1,312.00",98,"5,434.00"
2009/10,Feb-10,Belfast,RBHSC,Type 1,"1,996.00",394,0,"2,390.00"
2009/10,Feb-10,Northern,Antrim Area,Type 1,"3,474.00","1,266.00",129,"4,869.00"
2009/10,Feb-10,Northern,Causeway,Type 1,"2,638.00",300,4,"2,942.00"
2009/10,Feb-10,Northern,Mid-Ulster,Type 2,"1,146.00",41,0,"1,187.00"
2009/10,Feb-10,Northern,Whiteabbey,Type 2,"1,351.00",24,0,"1,375.00"
2009/10,Feb-10,South Eastern,Ards MIU,Type 3,649,0,0,649
2009/10,Feb-10,South Eastern,Bangor MIU,Type 3,859,0,0,859
2009/10,Feb-10,South Eastern,Downe,Type 2,"1,458.00",119,6,"1,583.00"
2009/10,Feb-10,South Eastern,Lagan Valley,Type 2,"1,860.00",424,46,"2,330.00"
2009/10,Feb-10,South Eastern,Ulster,Type 1,"3,907.00","1,387.00",99,"5,393.00"
2009/10,Feb-10,Southern,Armagh Community,Type 3,563,0,0,563
2009/10,Feb-10,Southern,Craigavon Area,Type 1,"4,601.00",670,0,"5,271.00"
2009/10,Feb-10,Southern,Daisy Hill,Type 1,"2,350.00",201,0,"2,551.00"
2009/10,Feb-10,Southern,South Tyrone,Type 3,"1,090.00",0,0,"1,090.00"
2009/10,Feb-10,Western,Altnagelvin Area,Type 1,"3,216.00",723,1,"3,940.00"
2009/10,Feb-10,Western,South West Acute,Type 1,"1,616.00",134,0,"1,750.00"
2009/10,Feb-10,Western,Tyrone County,Type 3,906,0,0,906
2009/10,Mar-10,Belfast,Belfast City,Type 1,"2,218.00","1,309.00",113,"3,640.00"
2009/10,Mar-10,Belfast,Mater,Type 1,"2,554.00",609,143,"3,306.00"
2009/10,Mar-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,796.00","1,204.00",259,"6,259.00"
2009/10,Mar-10,Belfast,RBHSC,Type 1,"2,388.00",688,1,"3,077.00"
2009/10,Mar-10,Northern,Antrim Area,Type 1,"3,509.00","1,951.00",342,"5,802.00"
2009/10,Mar-10,Northern,Causeway,Type 1,"3,019.00",403,30,"3,452.00"
2009/10,Mar-10,Northern,Mid-Ulster,Type 2,"1,422.00",43,0,"1,465.00"
2009/10,Mar-10,Northern,Whiteabbey,Type 2,"1,566.00",23,0,"1,589.00"
2009/10,Mar-10,South Eastern,Ards MIU,Type 3,797,0,0,797
2009/10,Mar-10,South Eastern,Bangor MIU,Type 3,"1,012.00",0,0,"1,012.00"
2009/10,Mar-10,South Eastern,Downe,Type 2,"1,802.00",187,3,"1,992.00"
2009/10,Mar-10,South Eastern,Lagan Valley,Type 2,"2,043.00",680,90,"2,813.00"
2009/10,Mar-10,South Eastern,Ulster,Type 1,"4,489.00","1,424.00",250,"6,163.00"
2009/10,Mar-10,Southern,Armagh Community,Type 3,663,0,0,663
2009/10,Mar-10,Southern,Craigavon Area,Type 1,"5,485.00","1,029.00",1,"6,515.00"
2009/10,Mar-10,Southern,Daisy Hill,Type 1,"2,878.00",229,0,"3,107.00"
2009/10,Mar-10,Southern,South Tyrone,Type 3,"1,400.00",0,0,"1,400.00"
2009/10,Mar-10,Western,Altnagelvin Area,Type 1,"3,509.00","1,149.00",7,"4,665.00"
2009/10,Mar-10,Western,South West Acute,Type 1,"2,072.00",141,0,"2,213.00"
2009/10,Mar-10,Western,Tyrone County,Type 3,"1,107.00",1,0,"1,108.00"
2010/11,Apr-10,Belfast,Belfast City,Type 1,"2,587.00","1,074.00",36,"3,697.00"
2010/11,Apr-10,Belfast,Mater,Type 1,"2,542.00",752,98,"3,392.00"
2010/11,Apr-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,996.00","1,301.00",89,"6,386.00"
2010/11,Apr-10,Belfast,RBHSC,Type 1,"2,360.00",542,0,"2,902.00"
2010/11,Apr-10,Northern,Antrim Area,Type 1,"3,386.00","1,867.00",301,"5,554.00"
2010/11,Apr-10,Northern,Causeway,Type 1,"3,286.00",409,34,"3,729.00"
2010/11,Apr-10,Northern,Mid-Ulster,Type 2,"1,385.00",55,0,"1,440.00"
2010/11,Apr-10,Northern,Whiteabbey,Type 2,"1,617.00",34,0,"1,651.00"
2010/11,Apr-10,South Eastern,Ards MIU,Type 3,835,0,0,835
2010/11,Apr-10,South Eastern,Bangor MIU,Type 3,"1,051.00",0,0,"1,051.00"
2010/11,Apr-10,South Eastern,Downe,Type 2,"1,876.00",135,0,"2,011.00"
2010/11,Apr-10,South Eastern,Lagan Valley,Type 2,"2,368.00",340,33,"2,741.00"
2010/11,Apr-10,South Eastern,Ulster,Type 1,"5,024.00","1,128.00",39,"6,191.00"
2010/11,Apr-10,Southern,Armagh Community,Type 3,717,0,0,717
2010/11,Apr-10,Southern,Craigavon Area,Type 1,"5,334.00",920,0,"6,254.00"
2010/11,Apr-10,Southern,Daisy Hill,Type 1,"2,896.00",236,0,"3,132.00"
2010/11,Apr-10,Southern,South Tyrone,Type 3,"1,534.00",0,0,"1,534.00"
2010/11,Apr-10,Western,Altnagelvin Area,Type 1,"3,519.00","1,167.00",5,"4,691.00"
2010/11,Apr-10,Western,South West Acute,Type 1,"2,177.00",145,0,"2,322.00"
2010/11,Apr-10,Western,Tyrone County,Type 3,"1,237.00",4,0,"1,241.00"
2010/11,May-10,Belfast,Belfast City,Type 1,"2,620.00","1,054.00",72,"3,746.00"
2010/11,May-10,Belfast,Mater,Type 1,"2,623.00",950,115,"3,688.00"
2010/11,May-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,928.00","1,220.00",176,"6,324.00"
2010/11,May-10,Belfast,RBHSC,Type 1,"2,495.00",360,0,"2,855.00"
2010/11,May-10,Northern,Antrim Area,Type 1,"3,743.00","2,069.00",240,"6,052.00"
2010/11,May-10,Northern,Causeway,Type 1,"3,516.00",363,13,"3,892.00"
2010/11,May-10,Northern,Mid-Ulster,Type 2,986,43,0,"1,029.00"
2010/11,May-10,Northern,Mid-Ulster,Type 3,105,0,0,105
2010/11,May-10,Northern,Whiteabbey,Type 2,"1,079.00",18,0,"1,097.00"
2010/11,May-10,Northern,Whiteabbey,Type 3,159,0,0,159
2010/11,May-10,South Eastern,Ards MIU,Type 3,849,0,0,849
2010/11,May-10,South Eastern,Bangor MIU,Type 3,"1,135.00",0,0,"1,135.00"
2010/11,May-10,South Eastern,Downe,Type 2,"1,999.00",130,0,"2,129.00"
2010/11,May-10,South Eastern,Lagan Valley,Type 2,"2,520.00",382,4,"2,906.00"
2010/11,May-10,South Eastern,Ulster,Type 1,"5,212.00","1,398.00",37,"6,647.00"
2010/11,May-10,Southern,Armagh Community,Type 3,736,0,0,736
2010/11,May-10,Southern,Craigavon Area,Type 1,"5,528.00",898,1,"6,427.00"
2010/11,May-10,Southern,Daisy Hill,Type 1,"3,206.00",185,0,"3,391.00"
2010/11,May-10,Southern,South Tyrone,Type 3,"1,675.00",0,0,"1,675.00"
2010/11,May-10,Western,Altnagelvin Area,Type 1,"3,883.00",953,3,"4,839.00"
2010/11,May-10,Western,South West Acute,Type 1,"2,205.00",251,0,"2,456.00"
2010/11,May-10,Western,Tyrone County,Type 3,"1,341.00",0,0,"1,341.00"
2010/11,Jun-10,Belfast,Belfast City,Type 1,"2,783.00",880,33,"3,696.00"
2010/11,Jun-10,Belfast,Mater,Type 1,"2,517.00","1,019.00",113,"3,649.00"
2010/11,Jun-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,843.00","1,316.00",52,"6,211.00"
2010/11,Jun-10,Belfast,RBHSC,Type 1,"2,425.00",226,0,"2,651.00"
2010/11,Jun-10,Northern,Antrim Area,Type 1,"5,153.00","1,075.00",0,"6,228.00"
2010/11,Jun-10,Northern,Causeway,Type 1,"3,589.00",292,1,"3,882.00"
2010/11,Jun-10,Northern,Mid-Ulster,Type 3,552,0,0,552
2010/11,Jun-10,Northern,Whiteabbey,Type 3,743,0,0,743
2010/11,Jun-10,South Eastern,Ards MIU,Type 3,848,0,0,848
2010/11,Jun-10,South Eastern,Bangor MIU,Type 3,"1,099.00",0,0,"1,099.00"
2010/11,Jun-10,South Eastern,Downe,Type 2,"1,904.00",92,0,"1,996.00"
2010/11,Jun-10,South Eastern,Lagan Valley,Type 2,"2,628.00",234,4,"2,866.00"
2010/11,Jun-10,South Eastern,Ulster,Type 1,"5,267.00","1,029.00",1,"6,297.00"
2010/11,Jun-10,Southern,Armagh Community,Type 3,773,0,0,773
2010/11,Jun-10,Southern,Craigavon Area,Type 1,"5,391.00",857,0,"6,248.00"
2010/11,Jun-10,Southern,Daisy Hill,Type 1,"3,142.00",110,0,"3,252.00"
2010/11,Jun-10,Southern,South Tyrone,Type 3,"1,638.00",0,0,"1,638.00"
2010/11,Jun-10,Western,Altnagelvin Area,Type 1,"3,553.00","1,173.00",5,"4,731.00"
2010/11,Jun-10,Western,South West Acute,Type 1,"2,034.00",251,0,"2,285.00"
2010/11,Jun-10,Western,Tyrone County,Type 3,"1,312.00",0,0,"1,312.00"
2010/11,Jul-10,Belfast,Belfast City,Type 1,"2,839.00",734,5,"3,578.00"
2010/11,Jul-10,Belfast,Mater,Type 1,"2,503.00","1,107.00",35,"3,645.00"
2010/11,Jul-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,987.00","1,040.00",41,"6,068.00"
2010/11,Jul-10,Belfast,RBHSC,Type 1,"1,985.00",136,0,"2,121.00"
2010/11,Jul-10,Northern,Antrim Area,Type 1,"4,643.00","1,518.00",24,"6,185.00"
2010/11,Jul-10,Northern,Causeway,Type 1,"3,641.00",400,2,"4,043.00"
2010/11,Jul-10,Northern,Mid-Ulster,Type 3,514,0,0,514
2010/11,Jul-10,Northern,Whiteabbey,Type 3,591,0,0,591
2010/11,Jul-10,South Eastern,Ards MIU,Type 3,730,0,0,730
2010/11,Jul-10,South Eastern,Bangor MIU,Type 3,994,0,0,994
2010/11,Jul-10,South Eastern,Downe,Type 2,"1,859.00",88,9,"1,956.00"
2010/11,Jul-10,South Eastern,Lagan Valley,Type 2,"2,510.00",194,3,"2,707.00"
2010/11,Jul-10,South Eastern,Ulster,Type 1,"5,119.00",840,0,"5,959.00"
2010/11,Jul-10,Southern,Armagh Community,Type 3,622,0,0,622
2010/11,Jul-10,Southern,Craigavon Area,Type 1,"5,079.00",649,0,"5,728.00"
2010/11,Jul-10,Southern,Daisy Hill,Type 1,"3,082.00",173,0,"3,255.00"
2010/11,Jul-10,Southern,South Tyrone,Type 3,"1,499.00",0,0,"1,499.00"
2010/11,Jul-10,Western,Altnagelvin Area,Type 1,"3,681.00",923,5,"4,609.00"
2010/11,Jul-10,Western,South West Acute,Type 1,"2,117.00",211,0,"2,328.00"
2010/11,Jul-10,Western,Tyrone County,Type 3,"1,231.00",4,0,"1,235.00"
2010/11,Aug-10,Belfast,Belfast City,Type 1,"2,908.00",776,0,"3,684.00"
2010/11,Aug-10,Belfast,Mater,Type 1,"2,652.00",884,95,"3,631.00"
2010/11,Aug-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,054.00","1,217.00",9,"6,280.00"
2010/11,Aug-10,Belfast,RBHSC,Type 1,"1,943.00",361,1,"2,305.00"
2010/11,Aug-10,Northern,Antrim Area,Type 1,"4,650.00","1,505.00",12,"6,167.00"
2010/11,Aug-10,Northern,Causeway,Type 1,"3,596.00",499,14,"4,109.00"
2010/11,Aug-10,Northern,Mid-Ulster,Type 3,496,0,0,496
2010/11,Aug-10,Northern,Whiteabbey,Type 3,676,0,0,676
2010/11,Aug-10,South Eastern,Ards MIU,Type 3,848,0,0,848
2010/11,Aug-10,South Eastern,Bangor MIU,Type 3,"1,124.00",0,0,"1,124.00"
2010/11,Aug-10,South Eastern,Downe,Type 2,"1,968.00",81,0,"2,049.00"
2010/11,Aug-10,South Eastern,Lagan Valley,Type 2,"2,604.00",200,0,"2,804.00"
2010/11,Aug-10,South Eastern,Ulster,Type 1,"4,973.00","1,255.00",14,"6,242.00"
2010/11,Aug-10,Southern,Armagh Community,Type 3,685,0,0,685
2010/11,Aug-10,Southern,Craigavon Area,Type 1,"5,196.00",811,0,"6,007.00"
2010/11,Aug-10,Southern,Daisy Hill,Type 1,"3,027.00",161,0,"3,188.00"
2010/11,Aug-10,Southern,South Tyrone,Type 3,"1,558.00",0,0,"1,558.00"
2010/11,Aug-10,Western,Altnagelvin Area,Type 1,"3,548.00","1,109.00",1,"4,658.00"
2010/11,Aug-10,Western,South West Acute,Type 1,"2,308.00",205,1,"2,514.00"
2010/11,Aug-10,Western,Tyrone County,Type 3,"1,254.00",0,0,"1,254.00"
2010/11,Sep-10,Belfast,Belfast City,Type 1,"2,746.00",805,24,"3,575.00"
2010/11,Sep-10,Belfast,Mater,Type 1,"2,411.00",889,124,"3,424.00"
2010/11,Sep-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"5,166.00","1,223.00",20,"6,409.00"
2010/11,Sep-10,Belfast,RBHSC,Type 1,"2,009.00",423,0,"2,432.00"
2010/11,Sep-10,Northern,Antrim Area,Type 1,"4,216.00","1,832.00",56,"6,104.00"
2010/11,Sep-10,Northern,Causeway,Type 1,"3,145.00",457,10,"3,612.00"
2010/11,Sep-10,Northern,Mid-Ulster,Type 3,554,0,0,554
2010/11,Sep-10,Northern,Whiteabbey,Type 3,772,1,0,773
2010/11,Sep-10,South Eastern,Ards MIU,Type 3,778,0,0,778
2010/11,Sep-10,South Eastern,Bangor MIU,Type 3,"1,151.00",0,0,"1,151.00"
2010/11,Sep-10,South Eastern,Downe,Type 2,"1,635.00",166,25,"1,826.00"
2010/11,Sep-10,South Eastern,Lagan Valley,Type 2,"2,451.00",224,6,"2,681.00"
2010/11,Sep-10,South Eastern,Ulster,Type 1,"4,896.00","1,225.00",48,"6,169.00"
2010/11,Sep-10,Southern,Armagh Community,Type 3,688,0,0,688
2010/11,Sep-10,Southern,Craigavon Area,Type 1,"4,994.00",904,0,"5,898.00"
2010/11,Sep-10,Southern,Daisy Hill,Type 1,"2,788.00",137,0,"2,925.00"
2010/11,Sep-10,Southern,South Tyrone,Type 3,"1,445.00",0,0,"1,445.00"
2010/11,Sep-10,Western,Altnagelvin Area,Type 1,"3,272.00","1,133.00",6,"4,411.00"
2010/11,Sep-10,Western,South West Acute,Type 1,"2,040.00",84,1,"2,125.00"
2010/11,Sep-10,Western,Tyrone County,Type 3,"1,246.00",0,0,"1,246.00"
2010/11,Oct-10,Belfast,Belfast City,Type 1,"2,693.00","1,122.00",44,"3,859.00"
2010/11,Oct-10,Belfast,Mater,Type 1,"2,594.00",874,83,"3,551.00"
2010/11,Oct-10,Belfast,Royal Victoria & Royal Victoria (ENT & RAES),Type 1,"4,620.00","1,322.00",62,"6,004.00"
2010/11,Oct-10,Belfast,RBHSC,Type 1,"2,085.00",369,0,"2,454.00"
